"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11/25/2022","AQS","371190047","4","10","ug/m3 SC","9","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"11/26/2022","AQS","371190047","4","13","ug/m3 SC","12","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"11/27/2022","AQS","371190047","4","8","ug/m3 SC","7","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"11/28/2022","AQS","371190047","4","6","ug/m3 SC","6","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"11/29/2022","AQS","371190047","4","10","ug/m3 SC","9","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"11/30/2022","AQS","371190047","4","9","ug/m3 SC","8","Ramblewood Park","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.1239540008882","-80.907577"
"01/01/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/02/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/03/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/04/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/05/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/06/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/07/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/08/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/09/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/10/2022","AQS","371290002","4","6","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/11/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/12/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/13/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/14/2022","AQS","371290002","4","22","ug/m3 SC","20","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/15/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/16/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/17/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/18/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/19/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/20/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/21/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/22/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/23/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/24/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/25/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/26/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/27/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/28/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/29/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/30/2022","AQS","371290002","4","5","ug/m3 SC","5","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"01/31/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/01/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/02/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/03/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/04/2022","AQS","371290002","4","15","ug/m3 SC","14","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/05/2022","AQS","371290002","4","5","ug/m3 SC","5","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/06/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/07/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/08/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/09/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/10/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/11/2022","AQS","371290002","4","19","ug/m3 SC","18","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/12/2022","AQS","371290002","4","22","ug/m3 SC","20","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/13/2022","AQS","371290002","4","21","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/14/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/15/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/16/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/17/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/18/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/19/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/20/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/21/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/22/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/23/2022","AQS","371290002","4","18","ug/m3 SC","17","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/24/2022","AQS","371290002","4","22","ug/m3 SC","20","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/25/2022","AQS","371290002","4","21","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/26/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/27/2022","AQS","371290002","4","15","ug/m3 SC","14","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"02/28/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/01/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/02/2022","AQS","371290002","4","15","ug/m3 SC","14","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/03/2022","AQS","371290002","4","26","ug/m3 SC","24","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/04/2022","AQS","371290002","4","27","ug/m3 SC","25","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/05/2022","AQS","371290002","4","20","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/06/2022","AQS","371290002","4","20","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/07/2022","AQS","371290002","4","24","ug/m3 SC","22","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/08/2022","AQS","371290002","4","18","ug/m3 SC","17","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/09/2022","AQS","371290002","4","22","ug/m3 SC","20","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/10/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/11/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/12/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/13/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/14/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/15/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/16/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/17/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/18/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/19/2022","AQS","371290002","4","19","ug/m3 SC","18","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/20/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/21/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/22/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/23/2022","AQS","371290002","4","23","ug/m3 SC","21","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/24/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/25/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/26/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/27/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/28/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/29/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/30/2022","AQS","371290002","4","17","ug/m3 SC","16","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"03/31/2022","AQS","371290002","4","40","ug/m3 SC","37","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/01/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/02/2022","AQS","371290002","4","8","ug/m3 SC","7","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/03/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/04/2022","AQS","371290002","4","11","ug/m3 SC","10","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/05/2022","AQS","371290002","4","19","ug/m3 SC","18","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/06/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/07/2022","AQS","371290002","4","18","ug/m3 SC","17","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/08/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/09/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/10/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/11/2022","AQS","371290002","4","17","ug/m3 SC","16","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/12/2022","AQS","371290002","4","14","ug/m3 SC","13","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/13/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/14/2022","AQS","371290002","4","19","ug/m3 SC","18","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/15/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/16/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/17/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/18/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/19/2022","AQS","371290002","4","10","ug/m3 SC","9","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/20/2022","AQS","371290002","4","7","ug/m3 SC","6","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/21/2022","AQS","371290002","4","9","ug/m3 SC","8","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/22/2022","AQS","371290002","4","13","ug/m3 SC","12","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/23/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/24/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/25/2022","AQS","371290002","4","15","ug/m3 SC","14","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/26/2022","AQS","371290002","4","19","ug/m3 SC","18","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/27/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/28/2022","AQS","371290002","4","15","ug/m3 SC","14","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/29/2022","AQS","371290002","4","12","ug/m3 SC","11","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"04/30/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/01/2022","AQS","371290002","4","18","ug/m3 SC","17","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/02/2022","AQS","371290002","4","17","ug/m3 SC","16","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/03/2022","AQS","371290002","4","16","ug/m3 SC","15","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/04/2022","AQS","371290002","4","21","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/05/2022","AQS","371290002","4","21","ug/m3 SC","19","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/06/2022","AQS","371290002","4","27","ug/m3 SC","25","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
"05/07/2022","AQS","371290002","4","17","ug/m3 SC","16","Castle Hayne","1","100.0000","81102","PM10 Total 0-10um STP","48900","Wilmington, NC","37","North Carolina","129","New Hanover","34.364167","-77.838611"
